0.03 1061
0.65 258
0.06 730
0.03 399
0.47 89
0.05 386
0.00 248
0.51 890
0.35 66
0.08 922
0.56 982
0.29 920
0.52 1093
0.21 555
0.53 743
0.05 158
0.88 1049
0.44 1081
0.21 619
0.69 572
0.12 400
0.10 113
0.12 299
0.28 815
0.03 489
0.02 412
0.05 112
0.59 672
0.00 981
0.03 304
0.79 269
0.11 428
0.14 775
0.02 691
0.43 220
0.97 231
0.53 155
0.80 882
0.01 136
0.05 989
0.16 374
0.01 210
0.54 960
0.02 818
0.50 384
0.62 984
0.37 296
0.00 391
0.01 1012
0.06 764
0.10 139
0.00 1092
0.54 917
0.73 997
0.23 469
0.01 847
0.08 77
0.22 884
0.32 923
0.01 729
0.17 731
0.44 345
0.41 275
0.22 321
0.66 366
0.03 527
0.36 215
0.05 407
0.54 903
0.54 975
0.34 769
0.00 866
0.27 494
0.11 409
0.23 935
0.46 426
0.08 566
0.00 1021
0.03 830
0.00 727
0.13 972
0.20 867
0.00 712
0.02 936
0.00 296
0.03 508
0.18 458
0.02 611
0.38 904
0.03 186
0.61 260
0.01 315
0.01 607
0.00 57
0.90 713
0.03 884
0.01 815
0.05 643
0.57 592
0.03 582
0.57 539
0.27 714
0.30 471
0.09 708
0.34 50
0.33 679
0.00 226
0.27 565
0.10 980
0.02 703
0.20 528
0.00 446
0.12 991
0.06 1079
0.71 607
0.05 881
0.80 186
0.91 940
0.36 740
0.37 611
0.30 361
0.02 797
0.39 774
0.10 776
0.05 382
0.00 604
0.01 546
0.08 277
0.07 111
0.06 712
0.41 452
0.25 1027
0.31 780
0.08 473
0.86 951
0.28 641
0.01 628
0.00 53
0.24 407
0.52 1047
0.18 527
0.11 162
0.06 363
0.00 855
0.15 427
0.25 1061
0.01 472
0.81 689
0.32 663
0.15 838
0.08 197
0.60 55
0.44 67
0.30 542
0.10 325
0.92 503
0.00 752
0.55 804
0.22 737
0.64 561
0.06 1022
0.07 925
0.37 274
0.24 261
0.44 447
0.49 268
0.12 1083
0.01 370
0.43 53
0.14 668
0.29 319
0.05 1003
0.50 233
0.19 723
0.71 276
0.49 861
0.24 314
0.30 617
0.47 847
0.01 533
0.10 615
0.14 203
0.13 573
0.07 512
0.06 994
0.13 739
0.32 615
0.10 350
0.04 318
0.01 466
0.73 708
0.65 660
0.01 261
0.05 338
0.04 987
0.06 301
0.71 131
0.20 474
0.83 423
0.04 895
0.53 651
0.53 997
0.00 135
0.02 844
0.10 172
0.09 1006
0.21 599
0.02 318
0.16 794
0.62 771
0.19 161
0.45 166
0.49 986
0.73 247
0.32 226
0.00 144
0.12 580
0.38 346
0.08 817
0.03 991
0.36 864
0.15 38
0.79 134
0.48 58
0.64 630
0.29 72
0.34 328
0.02 362
0.01 442
0.55 204
0.55 839
0.58 429
0.16 113
0.16 399
0.33 470
0.02 348
0.06 55
0.12 826
0.58 79
0.01 131
0.00 91
0.30 127
0.13 651
0.63 1030
0.33 775
0.96 1022
0.63 169
0.03 337
0.73 75
0.19 107
0.00 984
0.40 40
0.22 889
0.02 992
0.03 1070
0.62 1054
0.62 1054
0.01 227
0.44 824
0.02 658
0.38 961
0.08 327
0.96 591
0.90 736
0.09 880
0.13 884
0.41 37
0.49 259
0.01 994
0.33 164
0.01 565
0.38 472
0.86 43
0.01 743
0.15 114
0.05 395
0.22 873
0.17 706
0.19 585
0.08 1051
0.72 974
0.01 504
0.00 677
0.00 165
0.01 463
0.04 267
0.34 628
0.12 38
0.73 590
0.00 137
0.70 674
0.03 187
0.51 965
0.28 839
0.52 1086
0.18 264
0.35 565
0.87 711
0.04 323
0.07 380
0.15 853
0.02 173
0.64 113
0.52 998
0.09 724
0.56 373
0.41 766
0.58 631
0.61 1019
0.01 89
0.13 792
0.03 640
0.07 108
0.04 736
0.27 83
0.39 749
0.31 1019
0.66 102
0.00 644
0.24 530
0.37 674
0.52 810
0.08 774
0.65 511
0.53 226
0.77 701
0.52 817
0.00 89
0.14 1003
0.82 201
0.03 818
0.65 470
0.64 300
0.58 116
0.02 897
0.18 444
0.18 367
0.00 623
0.58 197
0.64 164
0.32 258
0.65 518
0.49 573
0.00 538
0.04 332
0.21 882
0.33 964
0.42 1091
0.43 730
0.05 908
0.02 275
0.00 729
0.00 914
0.51 378
0.33 361
0.77 762
0.43 284
0.04 339
0.14 680
0.11 648
0.56 654
0.70 186
0.84 189
0.29 310
0.69 581
0.36 704
0.12 545
0.64 218
0.07 69
0.01 705
0.36 1071
0.53 1081
0.07 144
0.03 469
0.06 925
0.52 433
0.04 36
0.01 868
0.45 640
0.14 750
0.03 411
0.90 722
0.00 868
0.74 800
0.28 232
0.04 880
0.00 800
0.14 843
0.01 804
0.01 441
0.00 563
0.38 415
0.12 891
0.29 181
0.20 380
0.12 626
0.66 184
0.70 758
0.44 34
0.15 279
0.02 343
0.35 744
0.22 353
0.13 522
0.74 38
0.03 1068
0.13 707
0.18 161
0.23 85
0.03 868
0.34 933
0.00 1012
0.01 812
0.20 883
0.09 473
0.13 703
0.71 184
0.72 210
0.09 125
0.06 374
0.86 728
0.41 1057
0.36 1061
0.15 307
0.43 553
0.03 600
0.00 312
0.01 205
0.01 878
0.48 426
0.08 817
0.22 431
0.14 552
0.19 86
0.03 177
0.00 628
0.26 528
0.09 1054
0.07 620
0.39 469
0.01 596
0.07 592
0.03 336
0.08 410
0.03 556
0.32 829
0.71 860
0.76 733
0.38 254
0.20 351
0.07 30
0.61 117
0.00 923
0.58 598
0.31 1089
0.00 686
0.56 564
0.37 59
0.00 472
0.19 518
0.26 485
0.20 149
0.15 588
0.08 586
0.06 113
0.03 249
0.77 744
0.33 306
0.05 854
0.21 877
0.02 611
0.60 1017
0.13 938
0.01 456
0.03 577
0.13 673
0.39 383
0.00 358
0.27 368
0.65 1005
0.55 945
0.49 56
0.04 539
0.41 851
0.72 944
0.18 191
0.93 435
0.34 522
0.17 576
0.04 703
0.57 604
0.44 57
0.09 632
0.18 701
0.00 145
0.02 1092
0.21 676
0.44 343
0.36 827
0.03 603
0.17 816
0.38 1044
0.02 764
0.41 202
0.69 627
0.10 257
0.40 108
0.54 636
0.08 705
0.50 100
0.57 459
0.00 247
0.08 502
0.38 176
0.21 536
0.17 231
0.01 659
0.09 867
0.02 570
0.04 805
0.24 217
0.01 188
0.00 30
0.02 874
0.04 432
0.05 952
0.52 895
0.39 68
0.13 680
0.58 667
0.04 900
0.01 671
0.00 170
0.00 928
0.07 988
0.08 438
0.04 380
0.14 205
0.36 1077
0.16 240
0.45 50
0.15 889
0.03 607
0.21 679
0.00 231
0.43 756
0.41 836
0.38 736
0.39 190
0.00 935
0.30 42
0.23 476
0.24 542
0.14 322
0.00 949
0.04 158
0.25 177
0.03 809
0.10 302
0.67 546
0.69 73
0.22 959
0.31 786
0.07 627
0.38 1037
0.01 357
0.59 703
0.03 1030
0.58 387
0.91 673
0.01 749
0.45 763
0.00 256
0.23 847
0.24 110
0.00 1076
0.00 233
0.00 283
0.20 247
0.24 543
0.00 959
0.39 691
0.02 585
0.00 776
0.16 468
0.18 971
0.16 763
0.32 345
0.17 123
0.89 959
0.16 654
0.40 497
0.26 509
0.14 234
0.03 775
0.66 762
0.00 478
0.04 753
0.14 203
0.00 832
0.78 1087
0.58 877
0.85 76
0.11 383
0.28 562
0.00 658
0.04 535
0.04 189
0.03 813
0.01 90
0.02 460
0.04 455
0.38 309
0.21 1038
0.04 849
0.01 900
0.08 37
0.36 683
0.65 341
0.14 827
0.00 460
0.03 809
0.07 866
0.08 559
0.09 138
0.22 649
0.14 78
0.11 705
0.05 1052
0.36 484
0.43 1067
0.00 421
0.45 170
0.06 800
0.00 681
0.09 166
0.86 174
0.34 434
0.02 457
0.07 663
0.20 90
0.46 839
0.19 427
0.04 523
0.00 859
0.01 185
0.00 841
0.21 477
0.00 45
0.00 38
0.10 278
0.20 518
0.67 377
0.11 872
0.18 647
0.03 952
0.14 549
0.01 281
0.09 400
0.40 788
0.87 1094
0.02 1009
0.24 994
0.27 929
0.12 767
0.54 951
0.04 497
0.00 686
0.09 926
0.55 578
0.27 796
0.00 376
0.73 768
0.33 1064
0.37 523
0.07 711
0.00 454
0.24 591
0.06 157
0.01 646
0.09 704
0.02 912
0.41 365
0.74 654
0.00 478
0.07 1092
0.01 74
0.00 984
0.13 35
0.00 798
0.18 994
0.04 532
0.06 775
0.00 545
0.47 540
0.03 240
0.16 1013
0.00 747
0.08 944
0.47 198
0.08 847
0.23 820
0.06 888
0.03 153
0.43 559
0.00 145
0.00 337
0.52 635
0.33 204
0.33 661
0.43 676
0.27 397
0.46 765
0.10 976
0.49 885
0.03 822
0.40 1050
0.18 991
0.00 172
0.04 906
0.07 460
0.35 143
0.13 216
0.11 723
0.04 181
0.24 298
0.56 267
0.27 955
0.00 959
0.59 164
0.28 606
0.05 717
0.06 424
0.06 538
0.41 1015
0.56 484
0.06 177
0.32 393
0.09 420
0.01 1061
0.23 368
0.03 329
0.18 638
0.01 571
0.09 1077
0.52 769
